Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM,
624,22120,624-22120,120 Inch Drainage Pipe (Class 2),0,LF,!B7069
624,22121,624-22121,120 Inch Drainage Pipe (Class 2) (Complete In Place),0,LF,!B7070
624,23006,624-23006,6 Inch Drainage Pipe (Class 3),0,LF,!B7071
624,23007,624-23007,6 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7072
624,23008,624-23008,8 Inch Drainage Pipe (Class 3),0,LF,!B7073
624,23009,624-23009,8 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7074
624,23010,624-23010,10 Inch Drainage Pipe (Class 3),0,LF,!B7075
624,23011,624-23011,10 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7076
624,23012,624-23012,12 Inch Drainage Pipe (Class 3),0,LF,!B7077
624,23013,624-23013,12 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7078
624,23015,624-23015,15 Inch Drainage Pipe (Class 3),0,LF,!B7079
624,23016,624-23016,15 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7080
624,23018,624-23018,18 Inch Drainage Pipe (Class 3),0,LF,!B7081
624,23019,624-23019,18 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7082
624,23021,624-23021,21 Inch Drainage Pipe (Class 3),0,LF,!B7083
624,23022,624-23022,21 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7084
624,23024,624-23024,24 Inch Drainage Pipe (Class 3),0,LF,!B7085
624,23025,624-23025,24 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7086
624,23027,624-23027,27 Inch Drainage Pipe (Class 3),0,LF,!B7087
624,23028,624-23028,27 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7088
624,23030,624-23030,30 Inch Drainage Pipe (Class 3),0,LF,!B7089
624,23031,624-23031,30 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7090
624,23036,624-23036,36 Inch Drainage Pipe (Class 3),0,LF,!B7091
624,23037,624-23037,36 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7092
624,23042,624-23042,42 Inch Drainage Pipe (Class 3),0,LF,!B7093
624,23043,624-23043,42 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7094
624,23048,624-23048,48 Inch Drainage Pipe (Class 3),0,LF,!B7095
624,23049,624-23049,48 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7096
624,23054,624-23054,54 Inch Drainage Pipe (Class 3),0,LF,!B7097
624,23055,624-23055,54 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7098
624,23060,624-23060,60 Inch Drainage Pipe (Class 3),0,LF,!B7099
624,23061,624-23061,60 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7100
624,23066,624-23066,66 Inch Drainage Pipe (Class 3),0,LF,!B7101
624,23067,624-23067,66 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7102
624,23072,624-23072,72 Inch Drainage Pipe (Class 3),0,LF,!B7103
624,23073,624-23073,72 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7104
624,23078,624-23078,78 Inch Drainage Pipe (Class 3),0,LF,!B7105
624,23079,624-23079,78 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7106
624,23084,624-23084,84 Inch Drainage Pipe (Class 3),0,LF,!B7107
624,23085,624-23085,84 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7108
624,23090,624-23090,90 Inch Drainage Pipe (Class 3),0,LF,!B7109
624,23091,624-23091,90 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7110
624,23096,624-23096,96 Inch Drainage Pipe (Class 3),0,LF,!B7111
624,23097,624-23097,96 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7112
624,23108,624-23108,108 Inch Drainage Pipe (Class 3),0,LF,!B7113
624,23109,624-23109,108 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7114
624,23114,624-23114,114 Inch Drainage Pipe (Class 3),0,LF,!B7115
624,23115,624-23115,114 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7116
624,23120,624-23120,120 Inch Drainage Pipe (Class 3),0,LF,!B7117
624,23121,624-23121,120 Inch Drainage Pipe (Class 3) (Complete In Place),0,LF,!B7118
624,24006,624-24006,6 Inch Drainage Pipe (Class 4),0,LF,!B7119
624,24007,624-24007,6 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7120
624,24008,624-24008,8 Inch Drainage Pipe (Class 4),0,LF,!B7121
624,24009,624-24009,8 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7122
624,24010,624-24010,10 Inch Drainage Pipe (Class 4),0,LF,!B7123
624,24011,624-24011,10 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7124
624,24012,624-24012,12 Inch Drainage Pipe (Class 4),0,LF,!B7125
624,24013,624-24013,12 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7126
624,24015,624-24015,15 Inch Drainage Pipe (Class 4),0,LF,!B7127
624,24016,624-24016,15 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7128
624,24018,624-24018,18 Inch Drainage Pipe (Class 4),0,LF,!B7129
624,24019,624-24019,18 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7130
624,24021,624-24021,21 Inch Drainage Pipe (Class 4),0,LF,!B7131
624,24022,624-24022,21 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7132
624,24024,624-24024,24 Inch Drainage Pipe (Class 4),0,LF,!B7133
624,24025,624-24025,24 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7134
624,24027,624-24027,27 Inch Drainage Pipe (Class 4),0,LF,!B7135
624,24028,624-24028,27 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7136
624,24030,624-24030,30 Inch Drainage Pipe (Class 4),0,LF,!B7137
624,24031,624-24031,30 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7138
624,24036,624-24036,36 Inch Drainage Pipe (Class 4),0,LF,!B7139
624,24037,624-24037,36 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7140
624,24042,624-24042,42 Inch Drainage Pipe (Class 4),0,LF,!B7141
624,24043,624-24043,42 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7142
624,24048,624-24048,48 Inch Drainage Pipe (Class 4),0,LF,!B7143
624,24049,624-24049,48 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7144
624,24054,624-24054,54 Inch Drainage Pipe (Class 4),0,LF,!B7145
624,24055,624-24055,54 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7146
624,24060,624-24060,60 Inch Drainage Pipe (Class 4),0,LF,!B7147
624,24061,624-24061,60 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7148
624,24066,624-24066,66 Inch Drainage Pipe (Class 4),0,LF,!B7149
624,24067,624-24067,66 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7150
624,24072,624-24072,72 Inch Drainage Pipe (Class 4),0,LF,!B7151
624,24073,624-24073,72 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7152
624,24078,624-24078,78 Inch Drainage Pipe (Class 4),0,LF,!B7153
624,24079,624-24079,78 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7154
624,24084,624-24084,84 Inch Drainage Pipe (Class 4),0,LF,!B7155
624,24085,624-24085,84 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7156
624,24090,624-24090,90 Inch Drainage Pipe (Class 4),0,LF,!B7157
624,24091,624-24091,90 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7158
624,24096,624-24096,96 Inch Drainage Pipe (Class 4),0,LF,!B7159
624,24097,624-24097,96 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7160
624,24108,624-24108,108 Inch Drainage Pipe (Class 4),0,LF,!B7161
624,24109,624-24109,108 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7162
624,24114,624-24114,114 Inch Drainage Pipe (Class 4),0,LF,!B7163
624,24115,624-24115,114 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7164
624,24120,624-24120,120 Inch Drainage Pipe (Class 4),0,LF,!B7165
624,24121,624-24121,120 Inch Drainage Pipe (Class 4) (Complete In Place),0,LF,!B7166
624,25006,624-25006,6 Inch Drainage Pipe (Class 5),0,LF,!B7167
624,25007,624-25007,6 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7168
624,25008,624-25008,8 Inch Drainage Pipe (Class 5),0,LF,!B7169
624,25009,624-25009,8 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7170
624,25010,624-25010,10 Inch Drainage Pipe (Class 5),0,LF,!B7171
624,25011,624-25011,10 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7172
624,25012,624-25012,12 Inch Drainage Pipe (Class 5),0,LF,!B7173
624,25013,624-25013,12 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7174
624,25015,624-25015,15 Inch Drainage Pipe (Class 5),0,LF,!B7175
624,25016,624-25016,15 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7176
624,25018,624-25018,18 Inch Drainage Pipe (Class 5),0,LF,!B7177
624,25019,624-25019,18 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7178
624,25021,624-25021,21 Inch Drainage Pipe (Class 5),0,LF,!B7179
624,25022,624-25022,21 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7180
624,25024,624-25024,24 Inch Drainage Pipe (Class 5),0,LF,!B7181
624,25025,624-25025,24 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7182
624,25027,624-25027,27 Inch Drainage Pipe (Class 5),0,LF,!B7183
624,25028,624-25028,27 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7184
624,25030,624-25030,30 Inch Drainage Pipe (Class 5),0,LF,!B7185
624,25031,624-25031,30 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7186
624,25036,624-25036,36 Inch Drainage Pipe (Class 5),0,LF,!B7187
624,25037,624-25037,36 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7188
624,25042,624-25042,42 Inch Drainage Pipe (Class 5),0,LF,!B7189
624,25043,624-25043,42 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7190
624,25048,624-25048,48 Inch Drainage Pipe (Class 5),0,LF,!B7191
624,25049,624-25049,48 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7192
624,25054,624-25054,54 Inch Drainage Pipe (Class 5),0,LF,!B7193
624,25055,624-25055,54 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7194
624,25060,624-25060,60 Inch Drainage Pipe (Class 5),0,LF,!B7195
624,25061,624-25061,60 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7196
624,25066,624-25066,66 Inch Drainage Pipe (Class 5),0,LF,!B7197
624,25067,624-25067,66 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7198
624,25072,624-25072,72 Inch Drainage Pipe (Class 5),0,LF,!B7199
624,25073,624-25073,72 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7200
624,25078,624-25078,78 Inch Drainage Pipe (Class 5),0,LF,!B7201
624,25079,624-25079,78 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7202
624,25084,624-25084,84 Inch Drainage Pipe (Class 5),0,LF,!B7203
624,25085,624-25085,84 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7204
624,25090,624-25090,90 Inch Drainage Pipe (Class 5),0,LF,!B7205
624,25091,624-25091,90 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7206
624,25096,624-25096,96 Inch Drainage Pipe (Class 5),0,LF,!B7207
624,25097,624-25097,96 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7208
624,25108,624-25108,108 Inch Drainage Pipe (Class 5),0,LF,!B7209
624,25109,624-25109,108 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7210
624,25114,624-25114,114 Inch Drainage Pipe (Class 5),0,LF,!B7211
624,25115,624-25115,114 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7212
624,25120,624-25120,120 Inch Drainage Pipe (Class 5),0,LF,!B7213
624,25121,624-25121,120 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF,!B7214
624,26006,624-26006,6 Inch Drainage Pipe (Class 6),0,LF,!B7215
624,26007,624-26007,6 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7216
624,26008,624-26008,8 Inch Drainage Pipe (Class 6),0,LF,!B7217
624,26009,624-26009,8 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7218
624,26010,624-26010,10 Inch Drainage Pipe (Class 6),0,LF,!B7219
624,26011,624-26011,10 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7220
624,26012,624-26012,12 Inch Drainage Pipe (Class 6),0,LF,!B7221
624,26013,624-26013,12 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7222
624,26015,624-26015,15 Inch Drainage Pipe (Class 6),0,LF,!B7223
624,26016,624-26016,15 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7224
624,26018,624-26018,18 Inch Drainage Pipe (Class 6),0,LF,!B7225
624,26019,624-26019,18 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7226
624,26021,624-26021,21 Inch Drainage Pipe (Class 6),0,LF,!B7227
624,26022,624-26022,21 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7228
624,26024,624-26024,24 Inch Drainage Pipe (Class 6),0,LF,!B7229
624,26025,624-26025,24 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7230
624,26027,624-26027,27 Inch Drainage Pipe (Class 6),0,LF,!B7231
624,26028,624-26028,27 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7232
624,26030,624-26030,30 Inch Drainage Pipe (Class 6),0,LF,!B7233
624,26031,624-26031,30 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7234
624,26036,624-26036,36 Inch Drainage Pipe (Class 6),0,LF,!B7235
624,26037,624-26037,36 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7236
624,26042,624-26042,42 Inch Drainage Pipe (Class 6),0,LF,!B7237
624,26043,624-26043,42 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7238
624,26048,624-26048,48 Inch Drainage Pipe (Class 6),0,LF,!B7239
624,26049,624-26049,48 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7240
624,26054,624-26054,54 Inch Drainage Pipe (Class 6),0,LF,!B7241
624,26055,624-26055,54 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7242
624,26060,624-26060,60 Inch Drainage Pipe (Class 6),0,LF,!B7243
624,26061,624-26061,60 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7244
624,26066,624-26066,66 Inch Drainage Pipe (Class 6),0,LF,!B7245
624,26067,624-26067,66 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7246
624,26072,624-26072,72 Inch Drainage Pipe (Class 6),0,LF,!B7247
624,26073,624-26073,72 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7248
624,26078,624-26078,78 Inch Drainage Pipe (Class 6),0,LF,!B7249
624,26079,624-26079,78 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7250
624,26084,624-26084,84 Inch Drainage Pipe (Class 6),0,LF,!B7251
624,26085,624-26085,84 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7252
624,26090,624-26090,90 Inch Drainage Pipe (Class 6),0,LF,!B7253
624,26091,624-26091,90 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7254
624,26096,624-26096,96 Inch Drainage Pipe (Class 6),0,LF,!B7255
624,26097,624-26097,96 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7256
624,26108,624-26108,108 Inch Drainage Pipe (Class 6),0,LF,!B7257
624,26109,624-26109,108 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7258
624,26114,624-26114,114 Inch Drainage Pipe (Class 6),0,LF,!B7259
624,26115,624-26115,114 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7260
624,26120,624-26120,120 Inch Drainage Pipe (Class 6),0,LF,!B7261
624,26121,624-26121,120 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF,!B7262
624,27006,624-27006,6 Inch Drainage Pipe (Class 7),0,LF,!B7263
624,27007,624-27007,6 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7264
624,27008,624-27008,8 Inch Drainage Pipe (Class 7),0,LF,!B7265
624,27009,624-27009,8 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7266
624,27010,624-27010,10 Inch Drainage Pipe (Class 7),0,LF,!B7267
624,27011,624-27011,10 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7268
624,27012,624-27012,12 Inch Drainage Pipe (Class 7),0,LF,!B7269
624,27013,624-27013,12 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7270
624,27015,624-27015,15 Inch Drainage Pipe (Class 7),0,LF,!B7271
624,27016,624-27016,15 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7272
624,27018,624-27018,18 Inch Drainage Pipe (Class 7),0,LF,!B7273
624,27019,624-27019,18 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7274
624,27021,624-27021,21 Inch Drainage Pipe (Class 7),0,LF,!B7275
624,27022,624-27022,21 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7276
624,27024,624-27024,24 Inch Drainage Pipe (Class 7),0,LF,!B7277
624,27025,624-27025,24 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7278
624,27027,624-27027,27 Inch Drainage Pipe (Class 7),0,LF,!B7279
624,27028,624-27028,27 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7280
624,27030,624-27030,30 Inch Drainage Pipe (Class 7),0,LF,!B7281
624,27031,624-27031,30 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7282
624,27036,624-27036,36 Inch Drainage Pipe (Class 7),0,LF,!B7283
624,27037,624-27037,36 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7284
624,27042,624-27042,42 Inch Drainage Pipe (Class 7),0,LF,!B7285
624,27043,624-27043,42 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7286
624,27048,624-27048,48 Inch Drainage Pipe (Class 7),0,LF,!B7287
624,27049,624-27049,48 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7288
624,27054,624-27054,54 Inch Drainage Pipe (Class 7),0,LF,!B7289
624,27055,624-27055,54 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7290
624,27060,624-27060,60 Inch Drainage Pipe (Class 7),0,LF,!B7291
624,27061,624-27061,60 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7292
624,27066,624-27066,66 Inch Drainage Pipe (Class 7),0,LF,!B7293
624,27067,624-27067,66 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7294
624,27072,624-27072,72 Inch Drainage Pipe (Class 7),0,LF,!B7295
624,27073,624-27073,72 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7296
624,27078,624-27078,78 Inch Drainage Pipe (Class 7),0,LF,!B7297
624,27079,624-27079,78 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7298
624,27084,624-27084,84 Inch Drainage Pipe (Class 7),0,LF,!B7299
624,27085,624-27085,84 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7300
624,27090,624-27090,90 Inch Drainage Pipe (Class 7),0,LF,!B7301
624,27091,624-27091,90 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7302
624,27096,624-27096,96 Inch Drainage Pipe (Class 7),0,LF,!B7303
624,27097,624-27097,96 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7304
624,27108,624-27108,108 Inch Drainage Pipe (Class 7),0,LF,!B7305
624,27109,624-27109,108 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7306
624,27114,624-27114,114 Inch Drainage Pipe (Class 7),0,LF,!B7307
624,27115,624-27115,114 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7308
624,27120,624-27120,120 Inch Drainage Pipe (Class 7),0,LF,!B7309
624,27121,624-27121,120 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF,!B7310
624,28006,624-28006,6 Inch Drainage Pipe (Class 8),0,LF,!B7311
624,28007,624-28007,6 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7312
624,28008,624-28008,8 Inch Drainage Pipe (Class 8),0,LF,!B7313
624,28009,624-28009,8 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7314
624,28010,624-28010,10 Inch Drainage Pipe (Class 8),0,LF,!B7315
624,28011,624-28011,10 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7316
624,28012,624-28012,12 Inch Drainage Pipe (Class 8),0,LF,!B7317
624,28013,624-28013,12 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7318
624,28015,624-28015,15 Inch Drainage Pipe (Class 8),0,LF,!B7319
624,28016,624-28016,15 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7320
624,28018,624-28018,18 Inch Drainage Pipe (Class 8),0,LF,!B7321
624,28019,624-28019,18 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7322
624,28021,624-28021,21 Inch Drainage Pipe (Class 8),0,LF,!B7323
624,28022,624-28022,21 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7324
624,28024,624-28024,24 Inch Drainage Pipe (Class 8),0,LF,!B7325
624,28025,624-28025,24 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7326
624,28027,624-28027,27 Inch Drainage Pipe (Class 8),0,LF,!B7327
624,28028,624-28028,27 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7328
624,28030,624-28030,30 Inch Drainage Pipe (Class 8),0,LF,!B7329
624,28031,624-28031,30 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7330
624,28036,624-28036,36 Inch Drainage Pipe (Class 8),0,LF,!B7331
624,28037,624-28037,36 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7332
624,28042,624-28042,42 Inch Drainage Pipe (Class 8),0,LF,!B7333
624,28043,624-28043,42 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7334
624,28048,624-28048,48 Inch Drainage Pipe (Class 8),0,LF,!B7335
624,28049,624-28049,48 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7336
624,28054,624-28054,54 Inch Drainage Pipe (Class 8),0,LF,!B7337
624,28055,624-28055,54 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF,!B7338
624,28060,624-28060,60 Inch Drainage Pipe (Class 8),0,LF,!B7339
624,28061,624-28061,60 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7340
624,28066,624-28066,66 Inch Drainage Pipe (Class 8),0,LF,!B7341
624,28067,624-28067,66 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7342
624,28072,624-28072,72 Inch Drainage Pipe (Class 8),0,LF,!B7343
624,28073,624-28073,72 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7344
624,28078,624-28078,78 Inch Drainage Pipe (Class 8),0,LF,!B7345
624,28079,624-28079,78 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7346
624,28084,624-28084,84 Inch Drainage Pipe (Class 8),0,LF,!B7347
624,28085,624-28085,84 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7348
624,28090,624-28090,90 Inch Drainage Pipe (Class 8),0,LF,!B7349
624,28091,624-28091,90 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7350
624,28096,624-28096,96 Inch Drainage Pipe (Class 8),0,LF,!B7351
624,28097,624-28097,96 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7352
624,28108,624-28108,108 Inch Drainage Pipe (Class 8),0,LF,!B7353
624,28109,624-28109,108 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7354
624,28114,624-28114,114 Inch Drainage Pipe (Class 8),0,LF,!B7355
624,28115,624-28115,114 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7356
624,28120,624-28120,120 Inch Drainage Pipe (Class 8),0,LF,!B7357
624,28121,624-28121,120 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF,!B7358
624,29006,624-29006,6 Inch Drainage Pipe (Class 9),0,LF,!B7359
624,29007,624-29007,6 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7360
624,29008,624-29008,8 Inch Drainage Pipe (Class 9),0,LF,!B7361
624,29009,624-29009,8 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7362
624,29010,624-29010,10 Inch Drainage Pipe (Class 9),0,LF,!B7363
624,29011,624-29011,10 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7364
624,29012,624-29012,12 Inch Drainage Pipe (Class 9),0,LF,!B7365
624,29013,624-29013,12 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7366
624,29015,624-29015,15 Inch Drainage Pipe (Class 9),0,LF,!B7367
624,29016,624-29016,15 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7368
624,29018,624-29018,18 Inch Drainage Pipe (Class 9),0,LF,!B7369
624,29019,624-29019,18 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7370
624,29021,624-29021,21 Inch Drainage Pipe (Class 9),0,LF,!B7371
624,29022,624-29022,21 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7372
624,29024,624-29024,24 Inch Drainage Pipe (Class 9),0,LF,!B7373
624,29025,624-29025,24 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7374
624,29027,624-29027,27 Inch Drainage Pipe (Class 9),0,LF,!B7375
624,29028,624-29028,27 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7376
624,29030,624-29030,30 Inch Drainage Pipe (Class 9),0,LF,!B7377
624,29031,624-29031,30 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7378
624,29036,624-29036,36 Inch Drainage Pipe (Class 9),0,LF,!B7379
624,29037,624-29037,36 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7380
624,29042,624-29042,42 Inch Drainage Pipe (Class 9),0,LF,!B7381
624,29043,624-29043,42 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7382
624,29048,624-29048,48 Inch Drainage Pipe (Class 9),0,LF,!B7383
624,29049,624-29049,48 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7384
624,29054,624-29054,54 Inch Drainage Pipe (Class 9),0,LF,!B7385
624,29055,624-29055,54 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7386
624,29060,624-29060,60 Inch Drainage Pipe (Class 9),0,LF,!B7387
624,29061,624-29061,60 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7388
624,29066,624-29066,66 Inch Drainage Pipe (Class 9),0,LF,!B7389
624,29067,624-29067,66 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7390
624,29072,624-29072,72 Inch Drainage Pipe (Class 9),0,LF,!B7391
624,29073,624-29073,72 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF,!B7392
